Proj ID,Status,Title,RDC,Start Year,End Year,PI,Data Name,Data Code
1225,Completed,The role of rising female labor force participation for inner-city gentrification,Baruch,2014,2017,Lena C Edlund,American Community Survey,ACS
1225,Completed,The role of rising female labor force participation for inner-city gentrification,Baruch,2014,2017,Lena C Edlund,Decennial Census,CEN
1227,Completed,Effects of Organizational Structure and Governance on Retail Establishment Productivity,Missouri,2014,2018,Matthew Sveum,Census of Retail Trade,CRT
1227,Completed,Effects of Organizational Structure and Governance on Retail Establishment Productivity,Missouri,2014,2018,Matthew Sveum,Longitudinal Business Database - No Revenue,LBD
1227,Completed,Effects of Organizational Structure and Governance on Retail Establishment Productivity,Missouri,2014,2018,Matthew Sveum,Survey of Business Owners,SBO
1227,Completed,Effects of Organizational Structure and Governance on Retail Establishment Productivity,Missouri,2014,2018,Matthew Sveum,Standard Statistical Establishment Listing,SSL
1227,Completed,Effects of Organizational Structure and Governance on Retail Establishment Productivity,Missouri,2014,2018,Matthew Sveum,Standard Statistical Establishment List - non Name and Address File,SSL_XNA
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Annual Retail Trade Survey,ARTS
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Annual Survey of Manufactures,ASM
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Auxiliary Establishment - ES9200,AUX
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Business Enterprise Research and Development Survey (BERD),BERD
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,"Census of Finance, Insurance, and Real Estate",CFI
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Census of Manufactures,CMF
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Census of Mining,CMI
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Census of Retail Trade,CRT
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Compustat-SSEL Bridge,CSB
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Census of Services,CSR
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,"Census of Transportation, Communications, and Utilities",CUT
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Census of Wholesale Trade,CWH
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Enterprise Summary Report - ES9100 (large company),ESR
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Foreign Trade Data - Export,EXP
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Foreign Trade Data - Import,IMP
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Longitudinal Business Database - No Revenue,LBD
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Longitudinal Business Database - With EIN and Revenue,LBDREV
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Longitudinal Foreign Trade Transactions Database,LFTTD
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,NBER-CES Manufacturing Industry Database (Public Use Dataset),NBERCES_PUBLIC
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Ownership Change Database,OCD
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Survey of Plant Capacity Utilization,PCU
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Quarterly Survey of Plant Capacity Utilization (formerly known as PCU),QPC
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Service Annual Survey,SAS
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Survey of Industrial Research and Development,SIRD
1237,Completed,The Transformation of the U.S. Manufacturing Sector,Fed Board,2014,2023,Christopher J Kurz,Standard Statistical Establishment Listing,SSL
1238,Completed,Latino Residential Segregation in the United States: Applying New Methods to Gain New Understandings,Texas,2013,2016,Amber Fox,American Community Survey,ACS
1238,Completed,Latino Residential Segregation in the United States: Applying New Methods to Gain New Understandings,Texas,2013,2016,Amber Fox,Decennial Census,CEN
1252,Completed,Firm Production Structure,Baruch,2014,2018,Lucas Threinen,Annual Survey of Manufactures,ASM
1252,Completed,Firm Production Structure,Baruch,2014,2018,Lucas Threinen,Auxiliary Establishment - ES9200,AUX
1252,Completed,Firm Production Structure,Baruch,2014,2018,Lucas Threinen,Business Enterprise Research and Development Survey (BERD),BERD
1252,Completed,Firm Production Structure,Baruch,2014,2018,Lucas Threinen,"Census of Finance, Insurance, and Real Estate",CFI
1252,Completed,Firm Production Structure,Baruch,2014,2018,Lucas Threinen,Census of Manufactures,CMF
1252,Completed,Firm Production Structure,Baruch,2014,2018,Lucas Threinen,Compustat-SSEL Bridge,CSB
1252,Completed,Firm Production Structure,Baruch,2014,2018,Lucas Threinen,Census of Services,CSR
1252,Completed,Firm Production Structure,Baruch,2014,2018,Lucas Threinen,Longitudinal Business Database - No Revenue,LBD
1252,Completed,Firm Production Structure,Baruch,2014,2018,Lucas Threinen,Quarterly Financial Report Census Years,QFRCEN
1252,Completed,Firm Production Structure,Baruch,2014,2018,Lucas Threinen,Service Annual Survey,SAS
1252,Completed,Firm Production Structure,Baruch,2014,2018,Lucas Threinen,Survey of Industrial Research and Development,SIRD
1252,Completed,Firm Production Structure,Baruch,2014,2018,Lucas Threinen,Standard Statistical Establishment Listing,SSL
1252,Completed,Firm Production Structure,Baruch,2014,2018,Lucas Threinen,Standard Statistical Establishment List - non Name and Address File,SSL_XNA
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Annual Retail Trade Survey,ARTS
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Annual Survey of Manufactures,ASM
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Auxiliary Establishment - ES9200,AUX
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Annual Wholesale Trade Survey,AWTS
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Business Enterprise Research and Development Survey (BERD),BERD
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Business Expenditures Survey,BES
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Census of Construction Industries,CCN
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,"Census of Finance, Insurance, and Real Estate",CFI
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Census of Manufactures,CMF
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Census of Mining,CMI
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Census of Retail Trade,CRT
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Compustat-SSEL Bridge,CSB
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Census of Services,CSR
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,"Census of Transportation, Communications, and Utilities",CUT
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Census of Wholesale Trade,CWH
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Longitudinal Business Database - No Revenue,LBD
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Longitudinal Foreign Trade Transactions Database,LFTTD
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Service Annual Survey,SAS
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Survey of Industrial Research and Development,SIRD
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Standard Statistical Establishment Listing,SSL
1255,Completed,"Density, Productivity, and Sorting",Boston,2014,2017,Oren Ziv,Standard Statistical Establishment List - non Name and Address File,SSL_XNA
1257,Completed,Offshoring and Innovation,Colorado,2015,2019,Wolfgang Keller,Annual Survey of Manufactures,ASM
1257,Completed,Offshoring and Innovation,Colorado,2015,2019,Wolfgang Keller,Business Enterprise Research and Development Survey (BERD),BERD
1257,Completed,Offshoring and Innovation,Colorado,2015,2019,Wolfgang Keller,Census of Manufactures,CMF
1257,Completed,Offshoring and Innovation,Colorado,2015,2019,Wolfgang Keller,Census of Wholesale Trade,CWH
1257,Completed,Offshoring and Innovation,Colorado,2015,2019,Wolfgang Keller,Longitudinal Business Database - No Revenue,LBD
1257,Completed,Offshoring and Innovation,Colorado,2015,2019,Wolfgang Keller,LEHD Business Register Bridge (BRB) - 2008,LEHD-BRB-2008
1257,Completed,Offshoring and Innovation,Colorado,2015,2019,Wolfgang Keller,Longitudinal Foreign Trade Transactions Database,LFTTD
1257,Completed,Offshoring and Innovation,Colorado,2015,2019,Wolfgang Keller,Survey of Industrial Research and Development,SIRD
1257,Completed,Offshoring and Innovation,Colorado,2015,2019,Wolfgang Keller,Standard Statistical Establishment Listing,SSL
1258,Completed,An Analysis of the Measurement and Determinants of Vertical Integration,Triangle,2014,2018,Jonathan M Lee,Annual Survey of Manufactures,ASM
1258,Completed,An Analysis of the Measurement and Determinants of Vertical Integration,Triangle,2014,2018,Jonathan M Lee,Business Enterprise Research and Development Survey (BERD),BERD
1258,Completed,An Analysis of the Measurement and Determinants of Vertical Integration,Triangle,2014,2018,Jonathan M Lee,Census of Manufactures,CMF
1258,Completed,An Analysis of the Measurement and Determinants of Vertical Integration,Triangle,2014,2018,Jonathan M Lee,Census of Mining,CMI
1258,Completed,An Analysis of the Measurement and Determinants of Vertical Integration,Triangle,2014,2018,Jonathan M Lee,Longitudinal Business Database - No Revenue,LBD
1258,Completed,An Analysis of the Measurement and Determinants of Vertical Integration,Triangle,2014,2018,Jonathan M Lee,Ownership Change Database,OCD
1258,Completed,An Analysis of the Measurement and Determinants of Vertical Integration,Triangle,2014,2018,Jonathan M Lee,Survey of Pollution Abatement Costs and Expenditures,PAC
1258,Completed,An Analysis of the Measurement and Determinants of Vertical Integration,Triangle,2014,2018,Jonathan M Lee,Survey of Industrial Research and Development,SIRD
1258,Completed,An Analysis of the Measurement and Determinants of Vertical Integration,Triangle,2014,2018,Jonathan M Lee,Standard Statistical Establishment Listing,SSL
1273,Completed,Bargaining power in firm-to-firm relationships,Baruch,2014,2017,Sebastian Heise,Census of Construction Industries,CCN
1273,Completed,Bargaining power in firm-to-firm relationships,Baruch,2014,2017,Sebastian Heise,Census of Manufactures,CMF
1273,Completed,Bargaining power in firm-to-firm relationships,Baruch,2014,2017,Sebastian Heise,Census of Retail Trade,CRT
1273,Completed,Bargaining power in firm-to-firm relationships,Baruch,2014,2017,Sebastian Heise,Compustat-SSEL Bridge,CSB
1273,Completed,Bargaining power in firm-to-firm relationships,Baruch,2014,2017,Sebastian Heise,Census of Wholesale Trade,CWH
1273,Completed,Bargaining power in firm-to-firm relationships,Baruch,2014,2017,Sebastian Heise,Longitudinal Business Database - No Revenue,LBD
1273,Completed,Bargaining power in firm-to-firm relationships,Baruch,2014,2017,Sebastian Heise,Longitudinal Foreign Trade Transactions Database,LFTTD
1275,Completed,Identifying Agglomeration Spillovers:  New Evidence from Large Plant Openings,Atlanta,2015,2022,Carlianne Patrick,Annual Survey of Manufactures,ASM
1275,Completed,Identifying Agglomeration Spillovers:  New Evidence from Large Plant Openings,Atlanta,2015,2022,Carlianne Patrick,Census of Manufactures,CMF
1275,Completed,Identifying Agglomeration Spillovers:  New Evidence from Large Plant Openings,Atlanta,2015,2022,Carlianne Patrick,Longitudinal Business Database - No Revenue,LBD
1275,Completed,Identifying Agglomeration Spillovers:  New Evidence from Large Plant Openings,Atlanta,2015,2022,Carlianne Patrick,Disclosure Avoidance Population Tables,POP_TABLES
1275,Completed,Identifying Agglomeration Spillovers:  New Evidence from Large Plant Openings,Atlanta,2015,2022,Carlianne Patrick,Standard Statistical Establishment Listing,SSL
1275,Completed,Identifying Agglomeration Spillovers:  New Evidence from Large Plant Openings,Atlanta,2015,2022,Carlianne Patrick,Standard Statistical Establishment List - non Name and Address File,SSL_XNA
1276,Completed,Demand and Supply Factors in Firm Dynamics,UCLA,2016,2019,Hugo A Hopenhayn,Commodity Flow Survey,CFS
1276,Completed,Demand and Supply Factors in Firm Dynamics,UCLA,2016,2019,Hugo A Hopenhayn,Census of Manufactures,CMF
1276,Completed,Demand and Supply Factors in Firm Dynamics,UCLA,2016,2019,Hugo A Hopenhayn,Census of Retail Trade,CRT
1276,Completed,Demand and Supply Factors in Firm Dynamics,UCLA,2016,2019,Hugo A Hopenhayn,Census of Wholesale Trade,CWH
1276,Completed,Demand and Supply Factors in Firm Dynamics,UCLA,2016,2019,Hugo A Hopenhayn,Foreign Trade Data - Export,EXP
1276,Completed,Demand and Supply Factors in Firm Dynamics,UCLA,2016,2019,Hugo A Hopenhayn,Foreign Trade Data - Import,IMP
1276,Completed,Demand and Supply Factors in Firm Dynamics,UCLA,2016,2019,Hugo A Hopenhayn,Longitudinal Business Database - No Revenue,LBD
1276,Completed,Demand and Supply Factors in Firm Dynamics,UCLA,2016,2019,Hugo A Hopenhayn,Longitudinal Foreign Trade Transactions Database,LFTTD
1277,Completed,Inside the Labyrinth: Housing Segregation in America,UCLA,2014,2017,Richard Sander,American Community Survey,ACS
1277,Completed,Inside the Labyrinth: Housing Segregation in America,UCLA,2014,2017,Richard Sander,Decennial Census,CEN
1280,Completed,"Cost Incentives, Trade-Induced Competitive Pressures, and Technology Adoption: Evidence from the U.S. Manufacturing Sector",Chicago,2014,2017,Jialin Li,Annual Survey of Manufactures,ASM
1280,Completed,"Cost Incentives, Trade-Induced Competitive Pressures, and Technology Adoption: Evidence from the U.S. Manufacturing Sector",Chicago,2014,2017,Jialin Li,Census of Manufactures,CMF
1280,Completed,"Cost Incentives, Trade-Induced Competitive Pressures, and Technology Adoption: Evidence from the U.S. Manufacturing Sector",Chicago,2014,2017,Jialin Li,Longitudinal Business Database - No Revenue,LBD
1280,Completed,"Cost Incentives, Trade-Induced Competitive Pressures, and Technology Adoption: Evidence from the U.S. Manufacturing Sector",Chicago,2014,2017,Jialin Li,Longitudinal Foreign Trade Transactions Database,LFTTD
1280,Completed,"Cost Incentives, Trade-Induced Competitive Pressures, and Technology Adoption: Evidence from the U.S. Manufacturing Sector",Chicago,2014,2017,Jialin Li,Manufacturing Energy Consumption Survey,MECS
1280,Completed,"Cost Incentives, Trade-Induced Competitive Pressures, and Technology Adoption: Evidence from the U.S. Manufacturing Sector",Chicago,2014,2017,Jialin Li,Standard Statistical Establishment Listing,SSL
1284,Completed,"The Long-Run Determinants of Social, Demographic, and Economic Characteristics and Processes",Michigan,2015,2020,Martha J Bailey,American Community Survey,ACS
1284,Completed,"The Long-Run Determinants of Social, Demographic, and Economic Characteristics and Processes",Michigan,2015,2020,Martha J Bailey,Decennial Census,CEN
1284,Completed,"The Long-Run Determinants of Social, Demographic, and Economic Characteristics and Processes",Michigan,2015,2020,Martha J Bailey,BOC Census Numident (CNUM),CENSUS_CNUM
1284,Completed,"The Long-Run Determinants of Social, Demographic, and Economic Characteristics and Processes",Michigan,2015,2020,Martha J Bailey,BOC PIK Crosswalk American Community Survey (ACS),CENSUS_CROSSWALK_ACS
1284,Completed,"The Long-Run Determinants of Social, Demographic, and Economic Characteristics and Processes",Michigan,2015,2020,Martha J Bailey,BOC PIK Crosswalk Census Unedited File (CUF),CENSUS_CROSSWALK_CUF
1284,Completed,"The Long-Run Determinants of Social, Demographic, and Economic Characteristics and Processes",Michigan,2015,2020,Martha J Bailey,Disclosure Avoidance Population Tables,POP_TABLES
1286,Active,Wholesaler Growth and Vertical Integration in Trade,Yale,2014,,Sharat Ganapati,Annual Capital Expenditures Survey,ACE
1286,Active,Wholesaler Growth and Vertical Integration in Trade,Yale,2014,,Sharat Ganapati,Commodity Flow Survey,CFS
1286,Active,Wholesaler Growth and Vertical Integration in Trade,Yale,2014,,Sharat Ganapati,Census of Manufactures,CMF
1286,Active,Wholesaler Growth and Vertical Integration in Trade,Yale,2014,,Sharat Ganapati,Census of Wholesale Trade,CWH
1286,Active,Wholesaler Growth and Vertical Integration in Trade,Yale,2014,,Sharat Ganapati,Longitudinal Business Database - No Revenue,LBD
1286,Active,Wholesaler Growth and Vertical Integration in Trade,Yale,2014,,Sharat Ganapati,Longitudinal Foreign Trade Transactions Database,LFTTD
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Annual Retail Trade Survey,ARTS
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Annual Survey of Manufactures,ASM
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Auxiliary Establishment - ES9200,AUX
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Annual Wholesale Trade Survey,AWTS
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Business Enterprise Research and Development Survey (BERD),BERD
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Census of Construction Industries,CCN
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,"Census of Finance, Insurance, and Real Estate",CFI
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Commodity Flow Survey,CFS
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Census of Manufactures,CMF
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Census of Mining,CMI
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Census of Retail Trade,CRT
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Compustat-SSEL Bridge,CSB
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Census of Services,CSR
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,"Census of Transportation, Communications, and Utilities",CUT
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Census of Wholesale Trade,CWH
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Foreign Trade Data - Export,EXP
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Integrated Longitudinal Business Database,ILBD
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Foreign Trade Data - Import,IMP
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Longitudinal Business Database - No Revenue,LBD
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Longitudinal Foreign Trade Transactions Database,LFTTD
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Ownership Change Database,OCD
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Quarterly Survey of Plant Capacity Utilization (formerly known as PCU),QPC
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Service Annual Survey,SAS
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Survey of Industrial Research and Development,SIRD
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Standard Statistical Establishment Listing,SSL
1287,Completed,On The Margins of Firm Growth,Fed Board,2015,2021,Andrea Stella,Standard Statistical Establishment List - non Name and Address File,SSL_XNA
1288,Completed,Understanding the Relationship between the School Breakfast Program and Food Insecurity,Minnesota,2014,2017,David Frisvold,Current Population Survey Food Security Supplement,CPSFS
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Annual Capital Expenditures Survey,ACE
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Annual Survey of Manufactures,ASM
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Auxiliary Establishment - ES9200,AUX
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Business Enterprise Research and Development Survey (BERD),BERD
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Commodity Flow Survey,CFS
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Census of Manufactures,CMF
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Compustat-SSEL Bridge,CSB
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Exporter Database,EDB
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Foreign Trade Data - Export,EXP
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Foreign Trade Data - Import,IMP
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Longitudinal Business Database - No Revenue,LBD
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Longitudinal Foreign Trade Transactions Database,LFTTD
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Ownership Change Database,OCD
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Survey of Plant Capacity Utilization,PCU
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Quarterly Survey of Plant Capacity Utilization (formerly known as PCU),QPC
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Survey of Business Owners,SBO
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Survey of Industrial Research and Development,SIRD
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Standard Statistical Establishment Listing,SSL
1298,Completed,The Causes and Consequences of International Trade,Michigan,2015,2021,Andrei A Levchenko,Standard Statistical Establishment List - non Name and Address File,SSL_XNA
1310,Completed,Estimating the Determinants of Private School Enrollment: The Role of School Attendance Zone Racial and Ethnic Composition,Cornell,2016,2021,Salvatore Saporito,American Community Survey,ACS
1314,Completed,How does competition affect firms' decisions of buying or producing their intermediate inputs?,Baruch,2014,2017,Ildiko Magyari,Commodity Flow Survey,CFS
1314,Completed,How does competition affect firms' decisions of buying or producing their intermediate inputs?,Baruch,2014,2017,Ildiko Magyari,Census of Manufactures,CMF
1314,Completed,How does competition affect firms' decisions of buying or producing their intermediate inputs?,Baruch,2014,2017,Ildiko Magyari,Longitudinal Business Database - No Revenue,LBD
1314,Completed,How does competition affect firms' decisions of buying or producing their intermediate inputs?,Baruch,2014,2017,Ildiko Magyari,Longitudinal Foreign Trade Transactions Database,LFTTD
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Annual Business Survey,ABS
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Annual Capital Expenditures Survey,ACE
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,American Community Survey,ACS
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Annual Retail Trade Survey,ARTS
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Annual Survey of Manufactures,ASM
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Auxiliary Establishment - ES9200,AUX
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Annual Wholesale Trade Survey,AWTS
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Business Enterprise Research and Development Survey (BERD),BERD
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Business Expenditures Survey,BES
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Census of Construction Industries,CCN
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Census Edited File,CEF
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Decennial Census,CEN
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,BOC Census Numident (CNUM),CENSUS_CNUM
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,BOC Consolidated PIK Crosswalk Current Population Survey (CPS),CENSUS_CONSXWALK_CPS
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,BOC Consolidated PIK Crosswalk Survey of Income and Program Participation (SIPP),CENSUS_CONSXWALK_SIPP
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,BOC PIK Crosswalk American Community Survey (ACS),CENSUS_CROSSWALK_ACS
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,BOC PIK Crosswalk Current Population Survey-ASEC (CPS),CENSUS_CROSSWALK_CPS
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,BOC PIK Crosswalk Census Unedited File (CUF),CENSUS_CROSSWALK_CUF
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,"Census of Finance, Insurance, and Real Estate",CFI
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Census of Manufactures,CMF
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Census of Mining,CMI
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Current Population Survey March Supplement,CPS
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Census of Retail Trade,CRT
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Compustat-SSEL Bridge,CSB
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Census of Services,CSR
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,"Census of Transportation, Communications, and Utilities",CUT
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Census of Wholesale Trade,CWH
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Form 5500 Bridge File,F55BF
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Supplementary Public Data - Geographic Codes,GEO_CODES
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Integrated Longitudinal Business Database,ILBD
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Intellectual Property Public Patent Data PIK Crosswalk,IP_INVENTOR_CROSSWALK
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Intellectual Property Public Patent Data - No PII,IP_PUBLIC_NOPII
1315,Active,Economic Impact of Science and Engineering Workers,Cornell,2019,,Gerald R Marschke,Longitudinal Business Database - No Revenue,LBD
