Proj ID,Status,Title,RDC,Start Year,End Year,PI,Abstract,No. Datasets,DataName1,DataCode1,DataName2,DataCode2,DataName3,DataCode3,DataName4,DataCode4,DataName5,DataCode5,DataName6,DataCode6,DataName7,DataCode7,DataName8,DataCode8,DataName9,DataCode9,DataName10,DataCode10,DataName11,DataCode11,DataName12,DataCode12,DataName13,DataCode13,DataName14,DataCode14,DataName15,DataCode15,DataName16,DataCode16,DataName17,DataCode17,DataName18,DataCode18,DataName19,DataCode19,DataName20,DataCode20,DataName21,DataCode21,DataName22,DataCode22,DataName23,DataCode23,DataName24,DataCode24,DataName25,DataCode25,DataName26,DataCode26,DataName27,DataCode27,DataName28,DataCode28,DataName29,DataCode29,DataName30,DataCode30,DataName31,DataCode31,DataName32,DataCode32,DataName33,DataCode33,DataName34,DataCode34,DataName35,DataCode35,DataName36,DataCode36,DataName37,DataCode37,DataName38,DataCode38,DataName39,DataCode39,DataName40,DataCode40,DataName41,DataCode41,DataName42,DataCode42,DataName43,DataCode43,DataName44,DataCode44,DataName45,DataCode45,DataName46,DataCode46,DataName47,DataCode47,DataName48,DataCode48,DataName49,DataCode49,DataName50,DataCode50,DataName51,DataCode51,DataName52,DataCode52,DataName53,DataCode53,DataName54,DataCode54,DataName55,DataCode55,DataName56,DataCode56,DataName57,DataCode57,DataName58,DataCode58,No. Researchers,Researcher1,Researcher2,Researcher3,Researcher4,Researcher5,Researcher6,Researcher7,Researcher8,Researcher9,Researcher10,Researcher11,Researcher12,Researcher13,Researcher14,Researcher15,Researcher16,Researcher17,Researcher18,Researcher19,Researcher20,Researcher21,Researcher22,Researcher23,Researcher24,Researcher25,Researcher26,Researcher27,Researcher28,Researcher29,Researcher30,Researcher31,Researcher32,Researcher33,Researcher34
2081,Active,Dynamics of Firm Location Decisions,Penn State,2020,,Rebecca L Mueller,"This project studies the determinants of firm location decisions, including both where to operate and, for multi-establishment firms, how to allocate workers across locations. New firms have to consider local labor market conditions, infrastructure, taxes, and the regulatory environment when deciding where to locate their production facilities. This is also relevant for existing firms as location decisions are not permanent and incumbents respond to changes in the economic environment in which they operate. The Census data show the size and location of establishments in each year, as well as firm identifiers. We can use this to analyze the yearly movement of establishments.",10,Annual Survey of Manufactures,ASM,Auxiliary Establishment - ES9200,AUX,"Census of Finance, Insurance, and Real Estate",CFI,Census of Manufactures,CMF,Census of Services,CSR,Census of Wholesale Trade,CWH,Longitudinal Business Database - No Revenue,LBD,Longitudinal Business Database - With EIN and Revenue,LBDREV,NBER-CES Manufacturing Industry Database (Public Use Dataset),NBERCES_PUBLIC,Standard Statistical Establishment Listing,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Paul Grieco,Matthias G Kehrig,Xuan Lin,Rebecca L Mueller,Carlos Rangel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Completed,Neighborhood Income and Material Hardship in the United States,Penn State,2019,2022.0,John D Iceland,"This research will examine whether the likelihood of reporting material hardships is affected by the relative affluence of one’s neighbors. We analyze this issue using data from the 2008 panel of the restricted-use version of the Survey of Income and Program (SIPP), where we can identify the neighborhood (census tract) of residence. One of the central aims of the proposed research is to provide information about the prevalence of seven different hardships among the population, and, in addition, how these patterns vary by the characteristics of the neighborhood of residence. This kind of neighborhood-level analysis is novel, and thus represents a unique contribution to our understanding of patterns of material hardship among the U.S. population.",1,Survey of Income and Program Participation (SIPP) Panels,SIPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,John D Iceland,Claire A Kovach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,Completed,Testing New Constructs in Innovation and Entrepreneurship to Inform Census Data Collection Efforts,Penn State,2019,2024.0,Stephan Goetz,"Innovation lies at the heart of most entrepreneurial activity, and yet its role in supporting the growth and survival of new and existing rural firms remains poorly understood, largely because suitable data for studying this question have been lacking. A newly available dataset shows that innovative activity, broadly defined, is far more prevalent in rural areas than commonly believed; this dataset for the first time also allows in-depth research to examine the roles of different types of innovation in rural firm success. By combining this nationally representative, novel establishment-level dataset with detailed Census micro data we can test hypotheses about the emergence and viability of rural entrepreneurship that could not be examined previously. In addition, by linking the establishment survey with founders’ information in the Census Survey of Business Owners the research will provide unique insights on female and minority entrepreneurship.  We will use appropriate econometric methods including selection and survival models, quantile regression and two-sample two-stage least squares to address these questions. In addition to devising a new taxonomy of county-level entrepreneurship and presenting more refined measures of innovation, we are able to determine the precise role played by different types of innovation in firm success measured by, among other factors, earnings, survivability and the ability to compete internationally. Our expected results include identifying detailed and specific policy recommendations and investment strategies for different types of entrepreneurs and under varying county conditions that ultimately may lead to more sustained rural economic growth.",9,Annual Business Survey,ABS,Annual Survey of Entrepreneurs,ASE,Business Enterprise Research and Development Survey (BERD),BERD,Kauffman Firm Survey,KFS,Longitudinal Business Database - No Revenue,LBD,Longitudinal Business Database - With EIN and Revenue,LBDREV,Survey of Business Owners,SBO,Standard Statistical Establishment Listing,SSL,USDA Rural Establishment Innovation Survey (REIS),USDA_REIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Luyi Han,Devon Meadowcroft,Zheng Tian,Timothy Wojan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,Completed,Small Area Estimates of Childhood Obesity: A Spatial Multilevel Modeling Approach,Triangle,2019,2023.0,Jan M Eberth,"This research will benefit the U.S. Census Bureau by investigating the feasibility of producing model-based estimates of county-level and census tract-level childhood obesity rates using data from the 2016 National Survey of Children's Health (NSCH), and comparing these rates across urban versus rural designations nationally and across the nine U.S. Census divisions. In the process, the research will also benefit the Bureau by demonstrating the utility of the NSCH data for analyzing social conditions related to childhood obesity, which is associated with poorer health in childhood and predicts later obesity in adulthood.  These latter benefits will demonstrate the utility of the NSCH for the production of obesity estimates for American children at varying levels of geography, a task for which the NSCH is specifically designed.  Based on respondent demographic information, the team will utilize a small area estimation approach, harnessing the flexibility of spatially explicit information to provide model-based small area estimates and associated confidence intervals for the outcome of interest.",1,National Survey of Children's Health,NSCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Jan M Eberth,Alexander C McLain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,Active,Competition and Economic Growth,Chicago,2019,,Ezra Karger,"The purpose of this project is to investigate the link between economic competition and economic growth. The goal is to empirically analyze the effect of competition on households, firms, and industries. Economists have explored this question theoretically, but all empirical analyses use small non-representative subsets of firms or identifies correlational (and not causal) relationships. A fundamental economic question is whether increased competition between firms in the same industry increases research and development, innovation, the numbers of new firms entering the industry, and the number of employees in the industry. One important measure of competition is industry and region-level concentration. We will use Census microdata to first describe industry and region-level variation in concentration between the 1960s and 2017. We will then identify the causal effect of changes in industry concentration on the economic outcomes of industries, firms, and households using lawsuits filed by the Department of Justice against firms and industries, the entry and exit of firms into local economic areas, and data describing mergers and acquisitions. This project will also provide insight into several additional important questions. For example, if an industry is very concentrated, then do fewer new companies enter the industry? If a local economic area has a small number of competitors within a specific sector, does that negatively affect local economic growth? If two companies within an industry merge, how does that affect their competitors? If an industry suddenly becomes more concentrated, how are different types of employees affected? And how do all of these effects vary by region and industry?",24,Annual Survey of Manufactures,ASM,Auxiliary Establishment - ES9200,AUX,Census of Construction Industries,CCN,"Census of Finance, Insurance, and Real Estate",CFI,Census of Manufactures,CMF,Census of Mining,CMI,Census of Retail Trade,CRT,Compustat-SSEL Bridge,CSB,Census of Services,CSR,"Census of Transportation, Communications, and Utilities",CUT,Census of Wholesale Trade,CWH,Integrated Longitudinal Business Database,ILBD,Longitudinal Business Database - No Revenue,LBD,Longitudinal Business Database - With EIN and Revenue,LBDREV,LEHD Employer Characteristics File (ECF) - 2014,LEHD-ECF-2014,LEHD Employer Characteristics File (ECF) T26 Components - 2014,LEHD-ECFT26-2014,LEHD Employment History File (EHF) - 2014,LEHD-EHF-2014,LEHD Geocoded Address List (GAL) - 2014,LEHD-GAL-2014,LEHD Geocoded Address List (GAL) T26 Components - 2014,LEHD-GALT26-2014,LEHD Individual Characteristics File (ICF) - 2014,LEHD-ICF-2014,LEHD Individual Characteristics File (ICF) T26 Components - 2014,LEHD-ICFT26-2014,LEHD Quarterly Workforce Indicators (QWI) - 2014,LEHD-QWI-2014,LEHD Unit-to-Worker (U2W) - 2014,LEHD-U2W-2014,Standard Statistical Establishment Listing,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Tania Babina,Simcha Barkai,Jesse Bruhn,Ezra Karger,Scott C Loring,Sean McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,Active,Defensive Innovation and Firm Growth in the U.S.: Impact of International Trade,Baruch,2019,,Seula Kim,"This project will study how firms use different types of innovation to survive and grow when faced with the changes in international trade environment -- increasing international competition and various trade policy changes -- and the aggregate implications of their strategic innovation decisions. This project will increase understanding recent changes in business dynamism -- including firm employment growth for young firms, and startup rates -- and the role of firm innovation in economic growth during periods of increased international trade and knowledge flows.",13,Annual Business Survey,ABS,Annual Survey of Manufactures,ASM,Business Enterprise Research and Development Survey (BERD),BERD,Census of Manufactures,CMF,Compustat-SSEL Bridge,CSB,Census of Services,CSR,Integrated Longitudinal Business Database,ILBD,Longitudinal Business Database - No Revenue,LBD,Longitudinal Business Database - With EIN and Revenue,LBDREV,Longitudinal Foreign Trade Transactions Database,LFTTD,Service Annual Survey,SAS,Survey of Industrial Research and Development,SIRD,Standard Statistical Establishment Listing,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Joonkyu Choi,John C Haltiwanger,Karam Jo,Seula Kim,Hyunseob Kim,Chen Yeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,Active,"Firm Performance, Entrepreneurship, and Human Capital",Michigan,2022,,Jagadeesh M Sivadasan,"The goal of this project is to provide insights into the causes and consequences of firm productivity and dynamics (entry, exit and growth), with particular emphasis on the role of human capital and a secondary emphasis on regulatory factors.  We will study how firm performance, including the level and growth of employment, profitability, wages, productivity and survival are affected by human capital (particularly through turnover of workers and entrepreneurs) and regulatory factors. To understand potential bias from the endogeneity of human capital (e.g., good firms attracting high human capital and low turnover rather than vice versa), we will analyze the underlying drivers of worker and entrepreneur mobility, including factors related to worker-firm match quality, firm adjustment costs, worker and entrepreneur moving costs, and demand and productivity shocks.",31,Annual Business Survey,ABS,Annual Retail Trade Survey,ARTS,Annual Survey of Entrepreneurs,ASE,Annual Survey of Manufactures,ASM,Auxiliary Establishment - ES9200,AUX,Business Enterprise Research and Development Survey (BERD),BERD,Census of Construction Industries,CCN,"Census of Finance, Insurance, and Real Estate",CFI,Census of Manufactures,CMF,Census of Mining,CMI,Census of Retail Trade,CRT,Compustat-SSEL Bridge,CSB,Census of Services,CSR,"Census of Transportation, Communications, and Utilities",CUT,Census of Wholesale Trade,CWH,Foreign Trade Data - Export,EXP,Supplementary Public Data - Geographic Codes,GEO_CODES,Integrated Longitudinal Business Database,ILBD,Foreign Trade Data - Import,IMP,Kauffman Firm Survey,KFS,Longitudinal Business Database - With EIN and Revenue,LBDREV,LEHD Person-Level Demographics (Workers Only; ICF demographics),LEHD_DEMO,"LEHD Employer-Level Files (ECF, SPF, QWI; non-T26)",LEHD_EMPLOYERS,LEHD Employer-Level File T26 (ECF; T26),LEHD_EMPLOYERS_T26,"LEHD Job-Level Files (EHF, JHF)",LEHD_JOBS,LEHD Person-Level Residence (Workers Only; ICF Residence),LEHD_RESIDENCE,Longitudinal Foreign Trade Transactions Database,LFTTD,Service Annual Survey,SAS,Survey of Business Owners,SBO,Survey of Industrial Research and Development,SIRD,Standard Statistical Establishment Listing,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Natarajan N Balasubramanian,Qize Chen,Christopher M Forman,Billy H Huang,Xueyun Luo,James D Omartian,Jagadeesh M Sivadasan,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,Active,Firm Behavior and Demand for Skilled Labor,Fed Board,2020,,Nicolas Morales Garcia,"This project aims to understand the demand for different types of workers from firms in the United States (US), as well as produce estimates that provide insight into how skilled workers sort across firms, how firms compete in recruiting them and the potential benefits of recruiting different types of workers. The project consists of two parts, each using a difference-in-differences framework as well as panel and instrumental variable specifications to explore the different effects of local and national labor market shocks on firm outcomes. The first part of the project will examine how different types of firms need access to specialized labor from other countries and how foreign labor affects technological diffusion, trade patterns and location decisions. The second part will look more broadly at the demand for all types of workers (not just high-skilled immigrants) and evaluate how local shocks to the labor and education markets affect firm location decisions, worker sorting, within firm wage distribution, and productivity.",22,Annual Business Survey,ABS,Annual Capital Expenditures Survey,ACE,Annual Survey of Manufactures,ASM,Business Enterprise Research and Development Survey (BERD),BERD,"Census of Finance, Insurance, and Real Estate",CFI,Census of Manufactures,CMF,Census of Retail Trade,CRT,Compustat-SSEL Bridge,CSB,Census of Services,CSR,Longitudinal Business Database - No Revenue,LBD,Longitudinal Business Database - With EIN and Revenue,LBDREV,LEHD Person-Level Demographics (Workers Only; ICF demographics),LEHD_DEMO,"LEHD Employer-Level Files (ECF, SPF, QWI; non-T26)",LEHD_EMPLOYERS,LEHD Employer-Level File T26 (ECF; T26),LEHD_EMPLOYERS_T26,"LEHD Job-Level Files (EHF, JHF)",LEHD_JOBS,LEHD Person-Level Residence (Workers Only; ICF Residence),LEHD_RESIDENCE,Longitudinal Foreign Trade Transactions Database,LFTTD,National Survey of College Graduates,NSCG,Ownership Change Database,OCD,Service Annual Survey,SAS,Survey of Industrial Research and Development,SIRD,Standard Statistical Establishment Listing,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Vanessa I Alviarez,Beau L Bressler,Agostina Brinatti,Matthew L Haumann,Parag Mahajan,Nicolas Morales Garcia,Xinyue Pei,Giovanni Peri,William E Schmidt,Kevin Shih,,,,,,,,,,,,,,,,,,,,,,,,
2105,Active,"Immigration, Business Turnover, and Local Labor Market Dynamics",Philadelphia,2019,,Parag Mahajan,"This project seeks to examine an important mechanism through which immigrants are absorbed into U.S. local labor markets by fully explicating the link between immigrants and business turnover. Initial work using publicly-available data, presented below, suggests a causal link between immigrants and the number of establishments in geographic areas between 1980 and 2010. In this project, we aim to understand the role that this link plays in absorbing immigrants into local labor markets compared to other adjustment mechanisms, such as increases in firm scale, native worker wage adjustments, and changes in firm production technology. We will also examine the characteristics of these immigrant-linked businesses in terms of size, industry, and immigrant ownership using restricted-access Census microdata. Finally, we seek to understand the specific consequences of this net business creation adjustment mechanism to local labor market dynamics.",8,Annual Business Survey,ABS,American Community Survey,ACS,Decennial Census,CEN,Integrated Longitudinal Business Database,ILBD,Longitudinal Business Database - No Revenue,LBD,Longitudinal Business Database - With EIN and Revenue,LBDREV,Survey of Business Owners,SBO,Standard Statistical Establishment Listing,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Rachel M Atkins,Parag Mahajan,Bryan A Stuart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,Active,Job Disruptions and Long-Term Labor Market Outcomes,Utah,2022,,Tanya Byker,"This project studies the long-run consequences of disruptions in labor-market activity. Despite widespread interest in how workers respond to job disruptions such as shifts in labor demand and shocks to worker health, research has been limited by the challenge of linking workers' long-run outcomes to their exposure to these shocks. We request access to the restricted-use versions of the Survey of Income and Program Participation (SIPP) and the Basic Monthly panels and March Annual Social and Economic Supplement to the Current Population Survey (CPS), linkable via PIK to the Supplemental Security Record (SSR), the 831-files, and extracts from the Master Earnings File and NUMIDENT from the Social Security Administration. This linkage will allow researchers to connect exposure to locally determined job disruptions to long-run outcomes of interest such as employment, earnings, and reliance on social insurance programs.",15,BOC Census Numident (CNUM),CENSUS_CNUM,BOC Consolidated PIK Crosswalk Current Population Survey (CPS),CENSUS_CONSXWALK_CPS,BOC Consolidated PIK Crosswalk Survey of Income and Program Participation (SIPP),CENSUS_CONSXWALK_SIPP,BOC PIK Crosswalk Current Population Survey-ASEC (CPS),CENSUS_CROSSWALK_CPS,BOC PIK Crosswalk Survey of Income and Program Participation (SIPP),CENSUS_CROSSWALK_SIPP,Current Population Survey March Supplement,CPS,Survey of Income and Program Participation (SIPP) Panels,SIPP,SSA Detailed Earnings Record (DER) CPS Extract,SSA_DER_CPS,SSA Detailed Earnings Record (DER) SIPP Extract,SSA_DER_SIPP,SSA 831 Disability File CPS Extract,SSA_S831_CPS,SSA 831 Disability File SIPP Extract,SSA_S831_SIPP,SSA Summary Earnings Record (SER) CPS Extract,SSA_SER_CPS,SSA Summary Earnings Record (SER) SIPP Extract,SSA_SER_SIPP,SSA Supplemental Security Record (SSR) CPS Extract,SSA_SSR_CPS,SSA Supplemental Security Record (SSR) SIPP Extract,SSA_SSR_SIPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Tanya Byker,Amelia A Hawkins,Lucy McMillan,Elena Patel,Brenden D Timpe,Pinghui Wu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,Active,Firms and Workers: Volatility and Inequality,Stanford,2020,,Nicholas A Bloom,"Income inequality has increased substantially in the United States over the last 30 years (see Acemoglu and Autor, 2011 for a survey). However, whether the dispersion of earnings growth - what is known as income volatility or instability - has also increased and what the nature of this instability is remains the subject of considerable debate. Following the seminal work of Gottschalk and Moffitt (1994), several researchers have found that income instability has increased over the past two decades. Recent work using administrative data, however, indicates a declining trend or no trend at all (e.g. Sabelhaus and Song, 2010). Moreover, most of the existing research focuses on worker characteristics, even though firm characteristics and the extent to which workers transition across different employment states and different employers could be equally, if not more important, to explain the evolution the extent and evolution of income instability.
This project proposes to combine employer-employee linked data from the Longitudinal Employment and Household Dynamics (LEHD) program with other administrative and survey data from the U.S. Census Bureau as well as external data to inform the Census Bureau about the evolution and nature of income inequality and income instability. Precise estimation on the evolution of the dispersion of the growth rates of labor income, a measure of income instability, is crucial to measure the degree of uncertainty or risks that workers face, informs our understanding of the evolution of income inequality, and has important economic and policy implications (see Low et al., 2010; Guvenen and Smith, 2014; and the references therein).",48,Annual Business Survey,ABS,Annual Capital Expenditures Survey,ACE,Annual Retail Trade Survey,ARTS,Annual Survey of Entrepreneurs,ASE,Annual Survey of Manufactures,ASM,Auxiliary Establishment - ES9200,AUX,Annual Wholesale Trade Survey,AWTS,Business Enterprise Research and Development Survey (BERD),BERD,Census of Construction Industries,CCN,BOC Consolidated PIK Crosswalk Current Population Survey (CPS),CENSUS_CONSXWALK_CPS,BOC PIK Crosswalk Current Population Survey-ASEC (CPS),CENSUS_CROSSWALK_CPS,"Census of Finance, Insurance, and Real Estate",CFI,Census of Manufactures,CMF,Census of Mining,CMI,Current Population Survey March Supplement,CPS,Census of Retail Trade,CRT,Compustat-SSEL Bridge,CSB,Census of Services,CSR,"Census of Transportation, Communications, and Utilities",CUT,Census of Wholesale Trade,CWH,Foreign Trade Data - Export,EXP,Foreign Trade Data - Import,IMP,Intellectual Property Public Patent Data PIK Crosswalk,IP_INVENTOR_CROSSWALK,Intellectual Property Public Patent Data - No PII,IP_PUBLIC_NOPII,Longitudinal Business Database - No Revenue,LBD,Longitudinal Business Database - With EIN and Revenue,LBDREV,LEHD Employer Characteristics File (ECF) - 2014,LEHD-ECF-2014,LEHD Employer Characteristics File (ECF) T26 Components - 2014,LEHD-ECFT26-2014,LEHD Employment History File (EHF) - 2014,LEHD-EHF-2014,LEHD Geocoded Address List (GAL) - 2014,LEHD-GAL-2014,LEHD Geocoded Address List (GAL) T26 Components - 2014,LEHD-GALT26-2014,LEHD Individual Characteristics File (ICF) - 2014,LEHD-ICF-2014,LEHD Individual Characteristics File (ICF) T26 Components - 2014,LEHD-ICFT26-2014,LEHD Quarterly Workforce Indicators (QWI) - 2014,LEHD-QWI-2014,LEHD Successor-Predecessor File (SPF) - 2014,LEHD-SPF-2014,LEHD Unit-to-Worker (U2W) - 2014,LEHD-U2W-2014,LEHD Person-Level Demographics (Workers Only; ICF demographics),LEHD_DEMO,"LEHD Employer-Level Files (ECF, SPF, QWI; non-T26)",LEHD_EMPLOYERS,LEHD Employer-Level File T26 (ECF; T26),LEHD_EMPLOYERS_T26,"LEHD Job-Level Files (EHF, JHF)",LEHD_JOBS,LEHD Person-Level Residence (Workers Only; ICF Residence),LEHD_RESIDENCE,Longitudinal Foreign Trade Transactions Database,LFTTD,Supplementary Public Data - Price Indices,PRICE_INDICES,Quarterly Survey of Plant Capacity Utilization (formerly known as PCU),QPC,Service Annual Survey,SAS,Survey of Business Owners,SBO,Survey of Industrial Research and Development,SIRD,Standard Statistical Establishment Listing,SSL,,,,,,,,,,,,,,,,,,,,,15.0,Vanessa I Alviarez,Adrien Auclert,Nicholas A Bloom,Bharat K Chandar,Camille Hillion,Zong Yang Huang,Andre Kurmann,Brendan Moore,Katherine A Reinmuth,Sergio Salgado Ibanez,Rachel Schuh,Isaac N Sorkin,Tasaneeya Viratyosin,Alex J Wellman,Guanyu Zhou,,,,,,,,,,,,,,,,,,,
2110,Active,The Long-Term Effects of Housing Mobility on Civic and Political Participation,Chicago,2020,,David J Knight,"Social scientists have long studied how social policy affects electoral participation, but causal identification is difficult since citizens are not randomly assigned to receive government benefits. We plan to tackle this question by using data from the Moving to Opportunity (MTO) field experiment that sought to move low-income Americans away from concentrated poverty. Funding from the grant will allow us to merge national voter file data with the MTO data so that we can study the downstream effects of receiving housing vouchers on electoral participation for both adult subjects and former child subjects.",3,HUD Moving to Opportunity,HUD_MTO,HUD Moving to Opportunity (Restricted - DOB),HUD_MTO_RESTRICTED,University of Chicago - of L2 National Voter File (L2),UCHICAGO_L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,David J Knight,Baobao Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,Active,Unions and Technology Adoption in U.S. Manufacturing,Baruch,2019,,Eric Verhoogen,"In the competitive world economy, firms will only be able to support high-quality employment if they continually find ways to adopt new and more sophisticated technologies. One determinant of adoption is the extent to which employees are willing to share information about new technologies, and how employment contracts shape their incentives to do so. Since Freeman and Medoff’’s landmark book, “What Do Unions Do?” (1984), the fact that unions may help to improve communication within firms and contribute to productivity improvements has been widely appreciated. But despite a fair amount of research documenting correlations between unionization and productivity or innovation, there have not been any studies that use experimental or quasi-experimental research design to estimate the causal relationship unionization and technology adoption. The current project seeks to fill that gap. We propose to use the discontinuity generated by the majority-vote rule in National Labor Relations Board (NLRB) elections to investigate the causal effect of unionization on technology adoption. The main research question is: how does unionization of a firm (or establishment) affect its propensity to adopt new, advanced technologies or management practices? The project will estimate the effect of unionization by comparing workplaces where unions narrowly won representation elections to workplaces where unions narrowly lost. The argument underlying this strategy, known as a “regression discontinuity design,” is that the workplaces where unions narrowly won or lost will be on average similar on other dimensions, including unobserved dimensions, and hence that comparing them can isolate the causal effect of union representation. The project will draw on information on all unionization elections supervised by the NLRB from 1961 to 2015. This information will be merged primarily with two Census Bureau datasets, the Survey of Manufacturing Technology (SMT) for 1988, 1991, and 1993, and the Managerial and Organizational Practices Survey (MOPS) for 2010 and 2015 and will draw on  supplemental information from other Census datasets.",8,Annual Survey of Manufactures,ASM,Business Enterprise Research and Development Survey (BERD),BERD,Census of Manufactures,CMF,Longitudinal Business Database - No Revenue,LBD,Longitudinal Business Database - With EIN and Revenue,LBDREV,Survey of Industrial Research and Development,SIRD,Survey of Manufacturing Technology,SMT,Standard Statistical Establishment Listing,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Kyle G Coombs,Eric Verhoogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,Completed,The Demographics of Air Conditioning Adoption: Evidence from the American Housing Survey,Baruch,2019,2023.0,Jeffrey Shrader,"Previous work has found that access to air conditioning dampens the relationship between heat and mortality, but it has used coarse, noisy measures of air conditioning adoption. We propose to develop annual, county-level measures of air conditioning adoption from the American Housing Survey. We will develop this measure by, first, estimating how air conditioning adoption depends, state by state, on respondents’ demographic characteristics and locations’ average weather and, second, combining these state-level estimates with county-level American Community Survey demographic information to calculate our county-level measure. We will use our new county-measure to improve previous estimates of the benefit of air conditioning, to estimate whether the availability of air conditioning makes weather forecasts more or less important for health outcomes, and to estimate whether the availability of air conditioning makes public health interventions more or less successful at reducing mortality from extreme heat.",1,American Housing Survey,AHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Jeffrey Shrader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,Completed,Civic Engagement and Citizens' Context,Philadelphia,2021,2023.0,Lee Shaker,"This project examines the link between Americans' context--defined as their physical, social, and informational environment--and their civic engagement (e.g. participating in community groups, engaging in boycotts, etc.) in order to improve understanding of the Volunteering & Civic Life Supplement (VCL) of the Current Population Survey and suggest possible changes to its sampling strategy for future iterations. Traditionally, studies of civic engagement in the United States either use relatively small national surveys to give a general overview of Americans' behavior or employ mixed methods to delve more deeply into behavior within a handful of specific communities. To extend beyond these two approaches, I will use large Census datasets to conduct multilevel analysis of civic engagement nationwide that considers the influence of both individual and local/contextual factors. In addition, I will compare models created using the Census Civic Engagement Supplement (2008-2011, 2013) and VCL Supplement (2017-2019) datasets with similar models that include many other related political attitudes and behaviors measured by the General Social Survey and American National Election Survey (but with fewer respondents). This research offers three key benefits for Census. First, preparations for the analysis require detailed investigation of the previous year-by-year and country-by-county samples for the CES/VCL. This examination will underpin an assessment of the sampling frame's strengths and weaknesses for measuring civic engagement over time in disparate types of communities. Second, comparative analysis with external surveys that include measurement of additional related variables will contextualize findings from the VCL and improve our understanding of its results. Third, the emphasis on community context and the use of multilevel models complements existing Federal/Census approaches to estimating civic health and may contribute to future strategies for understanding civic health in different types of communities across the rural-urban spectrum.",2,CPS Civic Engagement Supplement,CPSCIVIC,Current Population Survey Volunteering and Civic Life Supplement,CPSVACL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Soojong Kim,Lee Shaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
