Proj ID,Status,Title,RDC,Start Year,End Year,PI,Researcher
834,Completed,Understanding Organizational Factors Behind Firm Performance Heterogeneity,Michigan,2010,2015.0,Yue M Zhou,Xiaoyang Li
834,Completed,Understanding Organizational Factors Behind Firm Performance Heterogeneity,Michigan,2010,2015.0,Yue M Zhou,Nitya Pandalai Nayar
834,Completed,Understanding Organizational Factors Behind Firm Performance Heterogeneity,Michigan,2010,2015.0,Yue M Zhou,Yixin Wang
834,Completed,Understanding Organizational Factors Behind Firm Performance Heterogeneity,Michigan,2010,2015.0,Yue M Zhou,Yue M Zhou
844,Completed,"Geographic Deregulation of U.S. Banking, Market Selection, and Economic Growth",Triangle,2011,2016.0,Joel Melendez-Lugo,Joel Melendez-Lugo
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Benjamin A Campbell
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Seth Carnahan
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Joonkyu Choi
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Alena D Clarke
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Justin Frake
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Martin Ganco
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Brent Goldfarb
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Florence E Honore
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Benjamin C King
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Daniel M Olson
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Nicholas Poggioli
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Geoffrey A Tate
845,Active,The Antecedents and Consequences of Employee Entrepreneurship,Minnesota,2012,,Benjamin A Campbell,Liu A Yang
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021.0,Gordon M Phillips,Jacob S Adenbaum
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021.0,Gordon M Phillips,Jianqiu Bai
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021.0,Gordon M Phillips,John C Braxton
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021.0,Gordon M Phillips,Daniel R Carvalho
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021.0,Gordon M Phillips,Brent Goldfarb
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021.0,Gordon M Phillips,Kyle F Herkenhoff
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021.0,Gordon M Phillips,Yuan Li
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021.0,Gordon M Phillips,Markus Lithell
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021.0,Gordon M Phillips,Brian Littenberg
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021.0,Gordon M Phillips,Georgios Magkotsios
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021.0,Gordon M Phillips,Vojislav Maksimovic
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021.0,Gordon M Phillips,Seoyeon Moon
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021.0,Gordon M Phillips,Gordon M Phillips
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021.0,Gordon M Phillips,Lawrence D Schmidt
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021.0,Gordon M Phillips,Arlene Wong
848,Completed,"New Firm Formation, Innovation, and Entrepreneurial Firm Growth: The Role of Credit",USC,2012,2021.0,Gordon M Phillips,Liu A Yang
859,Completed,Firm Level Adjustment of U.S. Food Firms to Globalization,Penn State,2016,2019.0,Pinar Celikkol Geylani,Pinar Celikkol Geylani
861,Completed,Exploring How Neighborhood Quality Influences Household Residential Choices,Baruch,2011,2016.0,Keren M Horn,Keren M Horn
861,Completed,Exploring How Neighborhood Quality Influences Household Residential Choices,Baruch,2011,2016.0,Keren M Horn,Davin Reed
863,Completed,"Exploration of the Use of Freight Demand Models to Identify Outliers, Data Coding Errors, and Improve Sample Design of the Commodity Flow Survey",Baruch,2012,2019.0,Jose Holguin-Veras,Shama Campbell
863,Completed,"Exploration of the Use of Freight Demand Models to Identify Outliers, Data Coding Errors, and Improve Sample Design of the Commodity Flow Survey",Baruch,2012,2019.0,Jose Holguin-Veras,Carlos A Gonzalez-Calderon
863,Completed,"Exploration of the Use of Freight Demand Models to Identify Outliers, Data Coding Errors, and Improve Sample Design of the Commodity Flow Survey",Baruch,2012,2019.0,Jose Holguin-Veras,Lokesh Kalahasthi
863,Completed,"Exploration of the Use of Freight Demand Models to Identify Outliers, Data Coding Errors, and Improve Sample Design of the Commodity Flow Survey",Baruch,2012,2019.0,Jose Holguin-Veras,Ivan D Sanchez-Diaz
864,Completed,Explaining the Increase in Supplemental Nutrition Assistance Program Caseloads During the Recovery of 2003-2007: Decomposing the Determinants of SNAP Caseload Levels,Chicago,2010,2013.0,Janna E Johnson,Zachary Levinson
869,Completed,The Power of the Pill in Shaping U.S. Fertility and Childbearing Behavior,Michigan,2011,2016.0,Emily G Collins,Jacob Bastian
869,Completed,The Power of the Pill in Shaping U.S. Fertility and Childbearing Behavior,Michigan,2011,2016.0,Emily G Collins,Jamein P Cunningham
869,Completed,The Power of the Pill in Shaping U.S. Fertility and Childbearing Behavior,Michigan,2011,2016.0,Emily G Collins,Olga Malkova
869,Completed,The Power of the Pill in Shaping U.S. Fertility and Childbearing Behavior,Michigan,2011,2016.0,Emily G Collins,Johannes Norling
870,Completed,Trade Flows at Narrow Geographic Detail and the Location of Manufacturing,Minnesota,2013,2018.0,Thomas J Holmes,Mons Chan
870,Completed,Trade Flows at Narrow Geographic Detail and the Location of Manufacturing,Minnesota,2013,2018.0,Thomas J Holmes,Thomas J Holmes
870,Completed,Trade Flows at Narrow Geographic Detail and the Location of Manufacturing,Minnesota,2013,2018.0,Thomas J Holmes,Matthew H Shapiro
870,Completed,Trade Flows at Narrow Geographic Detail and the Location of Manufacturing,Minnesota,2013,2018.0,Thomas J Holmes,Ethan Singer
870,Completed,Trade Flows at Narrow Geographic Detail and the Location of Manufacturing,Minnesota,2013,2018.0,Thomas J Holmes,Dominic Smith
871,Completed,Measuring the Impact of Trade on the U.S. Economy,Boston,2012,2017.0,J Bradford Jensen,Andrew B Bernard
871,Completed,Measuring the Impact of Trade on the U.S. Economy,Boston,2012,2017.0,J Bradford Jensen,Maliheh Birjandi-Feriz
871,Completed,Measuring the Impact of Trade on the U.S. Economy,Boston,2012,2017.0,J Bradford Jensen,Robert Dent
871,Completed,Measuring the Impact of Trade on the U.S. Economy,Boston,2012,2017.0,J Bradford Jensen,Antoine N Gervais
871,Completed,Measuring the Impact of Trade on the U.S. Economy,Boston,2012,2017.0,J Bradford Jensen,Sebastian Heise
871,Completed,Measuring the Impact of Trade on the U.S. Economy,Boston,2012,2017.0,J Bradford Jensen,J Bradford Jensen
871,Completed,Measuring the Impact of Trade on the U.S. Economy,Boston,2012,2017.0,J Bradford Jensen,Justin R Pierce
871,Completed,Measuring the Impact of Trade on the U.S. Economy,Boston,2012,2017.0,J Bradford Jensen,Peter K Schott
874,Completed,Constructing a Geography for Census Microdata,Atlanta,2013,2017.0,Nicholas Nagle,Kevin R Krivacsy
874,Completed,Constructing a Geography for Census Microdata,Atlanta,2013,2017.0,Nicholas Nagle,Ephraim Love
874,Completed,Constructing a Geography for Census Microdata,Atlanta,2013,2017.0,Nicholas Nagle,Nicholas Nagle
878,Completed,Using Census Data for Understanding Private Sector Employer Provision of Health Insurance ,Minnesota,2011,2015.0,Jean M Abraham,Jean M Abraham
878,Completed,Using Census Data for Understanding Private Sector Employer Provision of Health Insurance ,Minnesota,2011,2015.0,Jean M Abraham,Roger D Feldman
878,Completed,Using Census Data for Understanding Private Sector Employer Provision of Health Insurance ,Minnesota,2011,2015.0,Jean M Abraham,Peter F Graven
880,Completed,"Business Cycles, Business Dynamics and Firm Behavior",Michigan,2013,2024.0,Francine Lafontaine,Matthew R Backus
880,Completed,"Business Cycles, Business Dynamics and Firm Behavior",Michigan,2013,2024.0,Francine Lafontaine,Natarajan N Balasubramanian
880,Completed,"Business Cycles, Business Dynamics and Firm Behavior",Michigan,2013,2024.0,Francine Lafontaine,Jin Woo Chang
880,Completed,"Business Cycles, Business Dynamics and Firm Behavior",Michigan,2013,2024.0,Francine Lafontaine,Yue Fang
880,Completed,"Business Cycles, Business Dynamics and Firm Behavior",Michigan,2013,2024.0,Francine Lafontaine,Anirudh Jayanti
880,Completed,"Business Cycles, Business Dynamics and Firm Behavior",Michigan,2013,2024.0,Francine Lafontaine,Sarah B Johnston
880,Completed,"Business Cycles, Business Dynamics and Firm Behavior",Michigan,2013,2024.0,Francine Lafontaine,Parag Mahajan
880,Completed,"Business Cycles, Business Dynamics and Firm Behavior",Michigan,2013,2024.0,Francine Lafontaine,Charles Murry
880,Completed,"Business Cycles, Business Dynamics and Firm Behavior",Michigan,2013,2024.0,Francine Lafontaine,Jagadeesh M Sivadasan
880,Completed,"Business Cycles, Business Dynamics and Firm Behavior",Michigan,2013,2024.0,Francine Lafontaine,James Wang
880,Completed,"Business Cycles, Business Dynamics and Firm Behavior",Michigan,2013,2024.0,Francine Lafontaine,Eleanor R Wilking
880,Completed,"Business Cycles, Business Dynamics and Firm Behavior",Michigan,2013,2024.0,Francine Lafontaine,Wenjian Xu
880,Completed,"Business Cycles, Business Dynamics and Firm Behavior",Michigan,2013,2024.0,Francine Lafontaine,Marek Zapletal
880,Completed,"Business Cycles, Business Dynamics and Firm Behavior",Michigan,2013,2024.0,Francine Lafontaine,Xu Zhang
881,Completed,Firm financial constraints and employment,Fed Board,2014,2021.0,Rebecca E Zarutskie,Tania Babina
881,Completed,Firm financial constraints and employment,Fed Board,2014,2021.0,Rebecca E Zarutskie,Timothy Dore
881,Completed,Firm financial constraints and employment,Fed Board,2014,2021.0,Rebecca E Zarutskie,Rebecca A Jorgensen
881,Completed,Firm financial constraints and employment,Fed Board,2014,2021.0,Rebecca E Zarutskie,Vincent La
881,Completed,Firm financial constraints and employment,Fed Board,2014,2021.0,Rebecca E Zarutskie,Wenting Ma
881,Completed,Firm financial constraints and employment,Fed Board,2014,2021.0,Rebecca E Zarutskie,Paige P Ouimet
881,Completed,Firm financial constraints and employment,Fed Board,2014,2021.0,Rebecca E Zarutskie,Geoffrey A Tate
881,Completed,Firm financial constraints and employment,Fed Board,2014,2021.0,Rebecca E Zarutskie,Liu A Yang
881,Completed,Firm financial constraints and employment,Fed Board,2014,2021.0,Rebecca E Zarutskie,Rebecca E Zarutskie
884,Completed,The Dynamics of Participation in Subsidized Housing Programs in the US: Pathways into and out of Subsidized Housing,UCLA,2011,2014.0,Yana A Kucheva,Yana A Kucheva
898,Completed,Examining the Long Term Effects of Early Health Shocks ,Wisconsin,2011,2018.0,Jason Fletcher,Jason Fletcher
900,Completed,Economic Performance and Venture Capital,Washington,2011,2015.0,Timothy Dore,Timothy Dore
906,Completed,Understanding Cooperative Organizations,Wisconsin,2012,2019.0,Brent M Hueth,Anton Babkin
906,Completed,Understanding Cooperative Organizations,Wisconsin,2012,2019.0,Brent M Hueth,Thomas S Flory
906,Completed,Understanding Cooperative Organizations,Wisconsin,2012,2019.0,Brent M Hueth,Brent M Hueth
906,Completed,Understanding Cooperative Organizations,Wisconsin,2012,2019.0,Brent M Hueth,Heesun Jang
906,Completed,Understanding Cooperative Organizations,Wisconsin,2012,2019.0,Brent M Hueth,Christopher A Kanter
906,Completed,Understanding Cooperative Organizations,Wisconsin,2012,2019.0,Brent M Hueth,Christopher W Taylor
907,Completed,Housing Recovery in New Orleans: A Multi-Level Approach to Vulnerability and Resilience (AHS Small Grants Project),Chicago,2011,2012.0,Lisa K Bates,Kimberley A Geaghan
908,Completed,Industry and Sectoral Variation in Firm Dynamics,Baruch,2013,2017.0,Benjamin W Pugsley,Titan Alon
908,Completed,Industry and Sectoral Variation in Firm Dynamics,Baruch,2013,2017.0,Benjamin W Pugsley,David Berger
908,Completed,Industry and Sectoral Variation in Firm Dynamics,Baruch,2013,2017.0,Benjamin W Pugsley,Robert Dent
908,Completed,Industry and Sectoral Variation in Firm Dynamics,Baruch,2013,2017.0,Benjamin W Pugsley,Sara Patricia Ferreira Moreira
908,Completed,Industry and Sectoral Variation in Firm Dynamics,Baruch,2013,2017.0,Benjamin W Pugsley,Lancelot Charles Phi Henry de Frahan
908,Completed,Industry and Sectoral Variation in Firm Dynamics,Baruch,2013,2017.0,Benjamin W Pugsley,Sean M Mihaljevich
908,Completed,Industry and Sectoral Variation in Firm Dynamics,Baruch,2013,2017.0,Benjamin W Pugsley,Benjamin W Pugsley
908,Completed,Industry and Sectoral Variation in Firm Dynamics,Baruch,2013,2017.0,Benjamin W Pugsley,Hannah F Rubinton
908,Completed,Industry and Sectoral Variation in Firm Dynamics,Baruch,2013,2017.0,Benjamin W Pugsley,Harrison Wheeler
926,Completed,Food manufacturing and markup estimation,Baruch,2014,2017.0,Paul T Scott,Paul T Scott
926,Completed,Food manufacturing and markup estimation,Baruch,2014,2017.0,Paul T Scott,"Channing P Verbeck, Jr."
932,Completed,The Long-Run Effects of Positive Shocks to Prenatal Conditions in the United States,Berkeley,2012,2017.0,William R Walker,Adam M Isen
932,Completed,The Long-Run Effects of Positive Shocks to Prenatal Conditions in the United States,Berkeley,2012,2017.0,William R Walker,Lan Lin
932,Completed,The Long-Run Effects of Positive Shocks to Prenatal Conditions in the United States,Berkeley,2012,2017.0,William R Walker,Brian Quistorff
932,Completed,The Long-Run Effects of Positive Shocks to Prenatal Conditions in the United States,Berkeley,2012,2017.0,William R Walker,Maya Rossin-Slater
932,Completed,The Long-Run Effects of Positive Shocks to Prenatal Conditions in the United States,Berkeley,2012,2017.0,William R Walker,David Silver
932,Completed,The Long-Run Effects of Positive Shocks to Prenatal Conditions in the United States,Berkeley,2012,2017.0,William R Walker,William R Walker
937,Completed,"Patterns of Residential Settlement, Distribution,  and Locational Attainment in the United States:  1970-2000 and Beyond",Triangle,2012,2017.0,Donovan A Anderson,Donovan A Anderson
937,Completed,"Patterns of Residential Settlement, Distribution,  and Locational Attainment in the United States:  1970-2000 and Beyond",Triangle,2012,2017.0,Donovan A Anderson,Ted D Mouw
937,Completed,"Patterns of Residential Settlement, Distribution,  and Locational Attainment in the United States:  1970-2000 and Beyond",Triangle,2012,2017.0,Donovan A Anderson,Mai T Nguyen
943,Completed,Performance Determinants of Small Businesses: The Role of Small Business Programs,Washington,2012,2015.0,Shaoming Cheng,Shaoming Cheng
987,Completed,"The Impact of Uncertainty, Investment, and Large Deviations in the Business Cycle on International Trade Data Quality and Measurement",Michigan,2012,2018.0,Kyle L Handley,Jeronimo R Carballo
987,Completed,"The Impact of Uncertainty, Investment, and Large Deviations in the Business Cycle on International Trade Data Quality and Measurement",Michigan,2012,2018.0,Kyle L Handley,Alejandro G Graziano
987,Completed,"The Impact of Uncertainty, Investment, and Large Deviations in the Business Cycle on International Trade Data Quality and Measurement",Michigan,2012,2018.0,Kyle L Handley,Kyle L Handley
987,Completed,"The Impact of Uncertainty, Investment, and Large Deviations in the Business Cycle on International Trade Data Quality and Measurement",Michigan,2012,2018.0,Kyle L Handley,Sui-Jade Ho
987,Completed,"The Impact of Uncertainty, Investment, and Large Deviations in the Business Cycle on International Trade Data Quality and Measurement",Michigan,2012,2018.0,Kyle L Handley,Edith Laget
987,Completed,"The Impact of Uncertainty, Investment, and Large Deviations in the Business Cycle on International Trade Data Quality and Measurement",Michigan,2012,2018.0,Kyle L Handley,Jiaze Li
987,Completed,"The Impact of Uncertainty, Investment, and Large Deviations in the Business Cycle on International Trade Data Quality and Measurement",Michigan,2012,2018.0,Kyle L Handley,Nuno Limao
987,Completed,"The Impact of Uncertainty, Investment, and Large Deviations in the Business Cycle on International Trade Data Quality and Measurement",Michigan,2012,2018.0,Kyle L Handley,Marisol Rodriguez Chatruc
994,Completed,"The Economic Geography and Dynamics of Businesses on Indian Reservations: The Role of Space, Demographics, and Tribal Institutions",Minnesota,2014,2019.0,Elton Mykerezi,Randall K Akee
994,Completed,"The Economic Geography and Dynamics of Businesses on Indian Reservations: The Role of Space, Demographics, and Tribal Institutions",Minnesota,2014,2019.0,Elton Mykerezi,Sebastian J Anti
994,Completed,"The Economic Geography and Dynamics of Businesses on Indian Reservations: The Role of Space, Demographics, and Tribal Institutions",Minnesota,2014,2019.0,Elton Mykerezi,Elton Mykerezi
994,Completed,"The Economic Geography and Dynamics of Businesses on Indian Reservations: The Role of Space, Demographics, and Tribal Institutions",Minnesota,2014,2019.0,Elton Mykerezi,Orges Ormanidhi
994,Completed,"The Economic Geography and Dynamics of Businesses on Indian Reservations: The Role of Space, Demographics, and Tribal Institutions",Minnesota,2014,2019.0,Elton Mykerezi,Celestine O Siameh
994,Completed,"The Economic Geography and Dynamics of Businesses on Indian Reservations: The Role of Space, Demographics, and Tribal Institutions",Minnesota,2014,2019.0,Elton Mykerezi,Richard M Todd
997,Completed,Capacity Costs: Evidence from Census Data,Michigan,2014,2019.0,Merle Ederhof,Merle Ederhof
997,Completed,Capacity Costs: Evidence from Census Data,Michigan,2014,2019.0,Merle Ederhof,Venky Nagar
1000,Completed,Effects of the Family and Medical Leave Act on Firms and Workers: Evidence from the LEHD,Baruch,2017,2023.0,Douglas V Almond,Yi Cheng
1000,Completed,Effects of the Family and Medical Leave Act on Firms and Workers: Evidence from the LEHD,Baruch,2017,2023.0,Douglas V Almond,Xuan Li
1002,Completed,"Intermediate Goods Trade and Firm Organizational Form: Offshoring, Outsourcing and the Effect on Labor",Washington,2014,2017.0,Philip A Luck,Andre Kurmann
1002,Completed,"Intermediate Goods Trade and Firm Organizational Form: Offshoring, Outsourcing and the Effect on Labor",Washington,2014,2017.0,Philip A Luck,Philip A Luck
1014,Completed,Firm Networks and Firm Expansion,Chicago,2013,2018.0,Chad W Syverson,Mehmet Atalay
1014,Completed,Firm Networks and Firm Expansion,Chicago,2013,2018.0,Chad W Syverson,Tunde Cserpes
1014,Completed,Firm Networks and Firm Expansion,Chicago,2013,2018.0,Chad W Syverson,Zhida Gui
1014,Completed,Firm Networks and Firm Expansion,Chicago,2013,2018.0,Chad W Syverson,Ali Hortacsu
1014,Completed,Firm Networks and Firm Expansion,Chicago,2013,2018.0,Chad W Syverson,Jialin Li
1014,Completed,Firm Networks and Firm Expansion,Chicago,2013,2018.0,Chad W Syverson,Devesh R Raval
1014,Completed,Firm Networks and Firm Expansion,Chicago,2013,2018.0,Chad W Syverson,Chen Yeh
1027,Completed,Understanding Informational Barriers to Trade Using the Scope of Exported Products and U.S. State Exporting Promotion Programs,Seattle,2014,2017.0,Andrew J Cassey,Andrew J Cassey
1027,Completed,Understanding Informational Barriers to Trade Using the Scope of Exported Products and U.S. State Exporting Promotion Programs,Seattle,2014,2017.0,Andrew J Cassey,Fariha Kamal
1027,Completed,Understanding Informational Barriers to Trade Using the Scope of Exported Products and U.S. State Exporting Promotion Programs,Seattle,2014,2017.0,Andrew J Cassey,Javier - Miranda
1057,Completed,"Dynamics of Employment, Trade and Investment  at Multinational Firms",Michigan,2014,2019.0,Kyle L Handley,Vanessa I Alviarez
1057,Completed,"Dynamics of Employment, Trade and Investment  at Multinational Firms",Michigan,2014,2019.0,Kyle L Handley,Nicholas A Bloom
1057,Completed,"Dynamics of Employment, Trade and Investment  at Multinational Firms",Michigan,2014,2019.0,Kyle L Handley,Ishan Ghosh
1057,Completed,"Dynamics of Employment, Trade and Investment  at Multinational Firms",Michigan,2014,2019.0,Kyle L Handley,Daniel J Grodzicki
1057,Completed,"Dynamics of Employment, Trade and Investment  at Multinational Firms",Michigan,2014,2019.0,Kyle L Handley,Kyle L Handley
1057,Completed,"Dynamics of Employment, Trade and Investment  at Multinational Firms",Michigan,2014,2019.0,Kyle L Handley,Sui-Jade Ho
1057,Completed,"Dynamics of Employment, Trade and Investment  at Multinational Firms",Michigan,2014,2019.0,Kyle L Handley,Andre Kurmann
1057,Completed,"Dynamics of Employment, Trade and Investment  at Multinational Firms",Michigan,2014,2019.0,Kyle L Handley,Philip A Luck
1057,Completed,"Dynamics of Employment, Trade and Investment  at Multinational Firms",Michigan,2014,2019.0,Kyle L Handley,Brian T Lucking
1057,Completed,"Dynamics of Employment, Trade and Investment  at Multinational Firms",Michigan,2014,2019.0,Kyle L Handley,Nitya Pandalai Nayar
1057,Completed,"Dynamics of Employment, Trade and Investment  at Multinational Firms",Michigan,2014,2019.0,Kyle L Handley,Megha Patnaik
1057,Completed,"Dynamics of Employment, Trade and Investment  at Multinational Firms",Michigan,2014,2019.0,Kyle L Handley,Nicola Pierri
1057,Completed,"Dynamics of Employment, Trade and Investment  at Multinational Firms",Michigan,2014,2019.0,Kyle L Handley,David J Price
1057,Completed,"Dynamics of Employment, Trade and Investment  at Multinational Firms",Michigan,2014,2019.0,Kyle L Handley,Itay Saporta Eksten
1057,Completed,"Dynamics of Employment, Trade and Investment  at Multinational Firms",Michigan,2014,2019.0,Kyle L Handley,Teng Sun
1064,Completed,Investigating the Bias of Alternative Statistical Inference Methods in Sequential Mixed-Mode Surveys,Michigan,2013,2018.0,Zeynep T Suzer Gurtekin,Zeynep T Suzer Gurtekin
1069,Completed,"Organizations in the Digital Economy: Information Technology Use, Complementary Investments, and Impacts on Firm Outcomes",Boston,2014,2022.0,Kristina S Steffenson McElheran,Patricia Angle
1069,Completed,"Organizations in the Digital Economy: Information Technology Use, Complementary Investments, and Impacts on Firm Outcomes",Boston,2014,2022.0,Kristina S Steffenson McElheran,Jianqiu Bai
1069,Completed,"Organizations in the Digital Economy: Information Technology Use, Complementary Investments, and Impacts on Firm Outcomes",Boston,2014,2022.0,Kristina S Steffenson McElheran,Matthew S Corritore
1069,Completed,"Organizations in the Digital Economy: Information Technology Use, Complementary Investments, and Impacts on Firm Outcomes",Boston,2014,2022.0,Kristina S Steffenson McElheran,Mercedes N Delgado
1069,Completed,"Organizations in the Digital Economy: Information Technology Use, Complementary Investments, and Impacts on Firm Outcomes",Boston,2014,2022.0,Kristina S Steffenson McElheran,Erich Denk
1069,Completed,"Organizations in the Digital Economy: Information Technology Use, Complementary Investments, and Impacts on Firm Outcomes",Boston,2014,2022.0,Kristina S Steffenson McElheran,Silke J Forbes
1069,Completed,"Organizations in the Digital Economy: Information Technology Use, Complementary Investments, and Impacts on Firm Outcomes",Boston,2014,2022.0,Kristina S Steffenson McElheran,Christopher M Forman
1069,Completed,"Organizations in the Digital Economy: Information Technology Use, Complementary Investments, and Impacts on Firm Outcomes",Boston,2014,2022.0,Kristina S Steffenson McElheran,Naomi Hausman
1069,Completed,"Organizations in the Digital Economy: Information Technology Use, Complementary Investments, and Impacts on Firm Outcomes",Boston,2014,2022.0,Kristina S Steffenson McElheran,Wang Jin
1069,Completed,"Organizations in the Digital Economy: Information Technology Use, Complementary Investments, and Impacts on Firm Outcomes",Boston,2014,2022.0,Kristina S Steffenson McElheran,Meng Liu
1069,Completed,"Organizations in the Digital Economy: Information Technology Use, Complementary Investments, and Impacts on Firm Outcomes",Boston,2014,2022.0,Kristina S Steffenson McElheran,Patrick Rooney
1069,Completed,"Organizations in the Digital Economy: Information Technology Use, Complementary Investments, and Impacts on Firm Outcomes",Boston,2014,2022.0,Kristina S Steffenson McElheran,Shital Sharma
1069,Completed,"Organizations in the Digital Economy: Information Technology Use, Complementary Investments, and Impacts on Firm Outcomes",Boston,2014,2022.0,Kristina S Steffenson McElheran,Sebastian Steffen
1069,Completed,"Organizations in the Digital Economy: Information Technology Use, Complementary Investments, and Impacts on Firm Outcomes",Boston,2014,2022.0,Kristina S Steffenson McElheran,Kristina S Steffenson McElheran
1069,Completed,"Organizations in the Digital Economy: Information Technology Use, Complementary Investments, and Impacts on Firm Outcomes",Boston,2014,2022.0,Kristina S Steffenson McElheran,Mu-Jeung Yang
1069,Completed,"Organizations in the Digital Economy: Information Technology Use, Complementary Investments, and Impacts on Firm Outcomes",Boston,2014,2022.0,Kristina S Steffenson McElheran,Oren Ziv
1070,Completed,Improving the Connection between the Spatial and the Survey Sciences,Colorado,2013,2021.0,Seth E Spielman,Jeremy Auerbach
1070,Completed,Improving the Connection between the Spatial and the Survey Sciences,Colorado,2013,2021.0,Seth E Spielman,David C Folch
1070,Completed,Improving the Connection between the Spatial and the Survey Sciences,Colorado,2013,2021.0,Seth E Spielman,Chris Fowler
1070,Completed,Improving the Connection between the Spatial and the Survey Sciences,Colorado,2013,2021.0,Seth E Spielman,Nathan L Frey
1070,Completed,Improving the Connection between the Spatial and the Survey Sciences,Colorado,2013,2021.0,Seth E Spielman,James D Gaboardi
1070,Completed,Improving the Connection between the Spatial and the Survey Sciences,Colorado,2013,2021.0,Seth E Spielman,Molly Graber
1070,Completed,Improving the Connection between the Spatial and the Survey Sciences,Colorado,2013,2021.0,Seth E Spielman,Nicholas Nagle
1070,Completed,Improving the Connection between the Spatial and the Survey Sciences,Colorado,2013,2021.0,Seth E Spielman,Zichong Qu
1070,Completed,Improving the Connection between the Spatial and the Survey Sciences,Colorado,2013,2021.0,Seth E Spielman,Parmanand Sinha
1070,Completed,Improving the Connection between the Spatial and the Survey Sciences,Colorado,2013,2021.0,Seth E Spielman,Seth E Spielman
1071,Active,Improving the Interpretability and Usability of the American Community Survey Through Hierarchical Multiscale Spatio-Temporal Statistical Models - NCRN,Missouri,2015,,Scott H Holan,Jonathan Bradley
1071,Active,Improving the Interpretability and Usability of the American Community Survey Through Hierarchical Multiscale Spatio-Temporal Statistical Models - NCRN,Missouri,2015,,Scott H Holan,Christopher M Hassett
1071,Active,Improving the Interpretability and Usability of the American Community Survey Through Hierarchical Multiscale Spatio-Temporal Statistical Models - NCRN,Missouri,2015,,Scott H Holan,Scott H Holan
1071,Active,Improving the Interpretability and Usability of the American Community Survey Through Hierarchical Multiscale Spatio-Temporal Statistical Models - NCRN,Missouri,2015,,Scott H Holan,Ryan Janicki
1071,Active,Improving the Interpretability and Usability of the American Community Survey Through Hierarchical Multiscale Spatio-Temporal Statistical Models - NCRN,Missouri,2015,,Scott H Holan,Jae Hyeong Lee
1071,Active,Improving the Interpretability and Usability of the American Community Survey Through Hierarchical Multiscale Spatio-Temporal Statistical Models - NCRN,Missouri,2015,,Scott H Holan,Saikat Nandy
1071,Active,Improving the Interpretability and Usability of the American Community Survey Through Hierarchical Multiscale Spatio-Temporal Statistical Models - NCRN,Missouri,2015,,Scott H Holan,Paul A Parker
1071,Active,Improving the Interpretability and Usability of the American Community Survey Through Hierarchical Multiscale Spatio-Temporal Statistical Models - NCRN,Missouri,2015,,Scott H Holan,Matthew Simpson
